plot,date_yyyymmdd,observed_by,subplot,species_code,cover_pct,height_cm,entered_by
d_165_shru_10,20220627,Adam,999,deso,0.5,,Adam
d_165_shru_10,20220627,Adam,999,sphe,0.5,,Adam
d_166_shru_10,20220627,Adam,1,_litter,95,,Adam
d_166_shru_10,20220627,Adam,1,_bare,5,,Adam
d_166_shru_10,20220627,Adam,1,elre,30,34,Adam
d_166_shru_10,20220627,Adam,1,satr,1,12,Adam
d_166_shru_10,20220627,Adam,1,sece,0.5,20,Adam
d_166_shru_10,20220627,Adam,1,kosc,1,7,Adam
d_166_shru_10,20220627,Adam,2,_litter,65,,Adam
d_166_shru_10,20220627,Adam,2,_bare,35,,Adam
d_166_shru_10,20220627,Adam,2,elre,8,31,Adam
d_166_shru_10,20220627,Adam,2,satr,5,11,Adam
d_166_shru_10,20220627,Adam,2,kosc,3,15,Adam
d_166_shru_10,20220627,Adam,3,_litter,70,,Adam
d_166_shru_10,20220627,Adam,3,_bare,30,,Adam
d_166_shru_10,20220627,Adam,3,satr,7,8,Adam
d_166_shru_10,20220627,Adam,3,sece,1,13,Adam
d_166_shru_10,20220627,Adam,3,kosc,5,10,Adam
d_166_shru_10,20220627,Adam,4,_litter,100,,Adam
d_166_shru_10,20220627,Adam,4,_bare,0,,Adam
d_166_shru_10,20220627,Adam,4,elre,6,21,Adam
d_166_shru_10,20220627,Adam,4,kosc,10,10,Adam
d_166_shru_10,20220627,Adam,4,mesa,6,23,Adam
d_166_shru_10,20220627,Adam,999,brte,0.5,,Adam
d_166_shru_10,20220627,Adam,999,atca,0.5,,Adam
d_167_shru_10,20220627,Adam,1,_litter,93,,Adam
d_167_shru_10,20220627,Adam,1,_bare,7,,Adam
d_167_shru_10,20220627,Adam,1,elre,3,21,Adam
d_167_shru_10,20220627,Adam,1,satr,0.5,4,Adam
d_167_shru_10,20220627,Adam,1,kosc,13,17,Adam
d_167_shru_10,20220627,Adam,2,_litter,100,,Adam
d_167_shru_10,20220627,Adam,2,_bare,0,,Adam
d_167_shru_10,20220627,Adam,2,elre,19,35,Adam
d_167_shru_10,20220627,Adam,2,satr,0.5,8,Adam
d_167_shru_10,20220627,Adam,2,kosc,5,16,Adam
d_167_shru_10,20220627,Adam,2,mesa,15,65,Adam
d_167_shru_10,20220627,Adam,3,_litter,65,,Adam
d_167_shru_10,20220627,Adam,3,_bare,32,,Adam
d_167_shru_10,20220627,Adam,3,elre,9,25,Adam
d_167_shru_10,20220627,Adam,3,satr,7,12,Adam
d_167_shru_10,20220627,Adam,3,kosc,7,22,Adam
d_167_shru_10,20220627,Adam,3,_moss,3,,Adam
d_167_shru_10,20220627,Adam,4,_litter,98,,Adam
d_167_shru_10,20220627,Adam,4,_bare,2,,Adam
d_167_shru_10,20220627,Adam,4,elre,3,33,Adam
d_167_shru_10,20220627,Adam,4,satr,0.5,4,Adam
d_167_shru_10,20220627,Adam,4,kosc,10,8,Adam
d_167_shru_10,20220627,Adam,4,mesa,0.5,20,Adam
d_167_shru_10,20220627,Adam,999,deso,0.5,,Adam
d_167_shru_10,20220627,Adam,999,sial,0.5,,Adam
d_167_shru_10,20220627,Adam,999,brte,0.5,,Adam
d_168_shru_10,20220627,Adam,1,_litter,95,,Adam
d_168_shru_10,20220627,Adam,1,_bare,5,,Adam
d_168_shru_10,20220627,Adam,1,elre,7,31,Adam
d_168_shru_10,20220627,Adam,1,kosc,10,5,Adam
d_168_shru_10,20220627,Adam,1,satr,3,7,Adam
d_168_shru_10,20220627,Adam,2,_litter,95,,Adam
d_168_shru_10,20220627,Adam,2,_bare,5,,Adam
d_168_shru_10,20220627,Adam,2,elre,2,16,Adam
d_168_shru_10,20220627,Adam,2,kosc,1,11,Adam
d_168_shru_10,20220627,Adam,2,satr,2,12,Adam
d_168_shru_10,20220627,Adam,2,atca,7,120,Adam
d_168_shru_10,20220627,Adam,3,_litter,98,,Adam
d_168_shru_10,20220627,Adam,3,_bare,2,,Adam
d_168_shru_10,20220627,Adam,3,elre,30,30,Adam
d_168_shru_10,20220627,Adam,3,satr,1,8,Adam
d_168_shru_10,20220627,Adam,3,mesa,15,65,Adam
d_168_shru_10,20220627,Adam,4,_litter,100,,Adam
d_168_shru_10,20220627,Adam,4,_bare,0,,Adam
d_168_shru_10,20220627,Adam,4,elre,12,38,Adam
d_168_shru_10,20220627,Adam,4,kosc,0.5,7,Adam
d_168_shru_10,20220627,Adam,4,satr,1,9,Adam
d_168_shru_10,20220627,Adam,4,mesa,3,65,Adam
d_168_shru_10,20220627,Adam,999,sial,0.5,,Adam
d_168_shru_10,20220627,Adam,999,deso,0.5,,Adam
d_169_shru_10,20220627,Adam,1,_litter,80,,Adam
d_169_shru_10,20220627,Adam,1,_bare,20,,Adam
d_169_shru_10,20220627,Adam,1,satr,7,3,Adam
d_169_shru_10,20220627,Adam,1,kosc,9,9,Adam
d_169_shru_10,20220627,Adam,2,_litter,80,,Adam
d_169_shru_10,20220627,Adam,2,_bare,20,,Adam
d_169_shru_10,20220627,Adam,2,satr,7,6,Adam
d_169_shru_10,20220627,Adam,2,kosc,9,9,Adam
d_169_shru_10,20220627,Adam,3,_litter,100,,Adam
d_169_shru_10,20220627,Adam,3,_bare,0,,Adam
d_169_shru_10,20220627,Adam,3,satr,7,17,Adam
d_169_shru_10,20220627,Adam,4,_litter,85,,Adam
d_169_shru_10,20220627,Adam,4,_bare,15,,Adam
d_169_shru_10,20220627,Adam,4,satr,9,6,Adam
d_169_shru_10,20220627,Adam,4,kosc,1,7,Adam
d_169_shru_10,20220627,Adam,4,mesa,0.5,36,Adam
d_169_shru_10,20220627,Adam,4,elre,5,36,Adam
d_169_shru_10,20220627,Adam,4,sece,0.5,44,Adam
d_170_shru_10,20220627,Adam,1,_litter,96,,Adam
d_170_shru_10,20220627,Adam,1,_bare,4,,Adam
d_170_shru_10,20220627,Adam,1,brte,0.5,21,Adam
d_170_shru_10,20220627,Adam,1,satr,9,17,Adam
d_170_shru_10,20220627,Adam,1,elre,4,33,Adam
d_170_shru_10,20220627,Adam,2,_litter,95,,Adam
d_170_shru_10,20220627,Adam,2,_bare,5,,Adam
d_170_shru_10,20220627,Adam,2,brte,0.5,42,Adam
d_170_shru_10,20220627,Adam,2,satr,3,11,Adam
d_170_shru_10,20220627,Adam,2,elre,10,31,Adam
d_170_shru_10,20220627,Adam,2,kosc,2,12,Adam
d_170_shru_10,20220627,Adam,3,_litter,93,,Adam
d_170_shru_10,20220627,Adam,3,_bare,7,,Adam
d_170_shru_10,20220627,Adam,3,satr,13,11,Adam
d_170_shru_10,20220627,Adam,3,elre,18,53,Adam
d_170_shru_10,20220627,Adam,3,kosc,1,9,Adam
d_170_shru_10,20220627,Adam,4,_litter,100,,Adam
d_170_shru_10,20220627,Adam,4,_bare,0,,Adam
d_170_shru_10,20220627,Adam,4,brte,4,28,Adam
d_170_shru_10,20220627,Adam,4,satr,14,17,Adam
d_170_shru_10,20220627,Adam,4,elre,1,22,Adam
d_170_shru_10,20220627,Adam,999,sece,0.5,,Adam
d_170_shru_10,20220627,Adam,999,atca,0.5,,Adam
d_170_shru_10,20220627,Adam,999,chbe,0.5,,Adam
d_138_herb_09,20220627,Adam,1,_litter,95,,Adam
d_138_herb_09,20220627,Adam,1,_bare,5,,Adam
d_138_herb_09,20220627,Adam,1,brte,0.5,10,Adam
d_138_herb_09,20220627,Adam,1,satr,2,7,Adam
d_138_herb_09,20220627,Adam,1,kosc,1,13,Adam
d_138_herb_09,20220627,Adam,1,navi,9,65,Adam
d_138_herb_09,20220627,Adam,2,_litter,90,,Adam
d_138_herb_09,20220627,Adam,2,_bare,10,,Adam
d_138_herb_09,20220627,Adam,2,brte,3,19,Adam
d_138_herb_09,20220627,Adam,2,satr,12,20,Adam
d_138_herb_09,20220627,Adam,2,kosc,0.5,4,Adam
d_138_herb_09,20220627,Adam,3,_litter,98,,Adam
d_138_herb_09,20220627,Adam,3,_bare,2,,Adam
d_138_herb_09,20220627,Adam,3,brte,4,22,Adam
d_138_herb_09,20220627,Adam,3,satr,8,15,Adam
d_138_herb_09,20220627,Adam,3,kosc,1,16,Adam
d_138_herb_09,20220627,Adam,4,_litter,100,,Adam
d_138_herb_09,20220627,Adam,4,_bare,0,,Adam
d_138_herb_09,20220627,Adam,4,brte,11,31,Adam
d_138_herb_09,20220627,Adam,4,satr,12,21,Adam
d_138_herb_09,20220627,Adam,4,kosc,8,55,Adam
d_138_herb_09,20220627,Adam,999,bocu,0.5,,Adam
d_138_herb_09,20220627,Adam,999,upg4,0.5,,Adam
d_138_herb_09,20220627,Adam,999,brin,0.5,,Adam
d_139_herb_09,20220627,Adam,1,_litter,100,,Adam
d_139_herb_09,20220627,Adam,1,_bare,0,,Adam
d_139_herb_09,20220627,Adam,1,brte,4,28,Adam
d_139_herb_09,20220627,Adam,1,satr,2,21,Adam
d_139_herb_09,20220627,Adam,1,kosc,1,3,Adam
d_139_herb_09,20220627,Adam,1,bocu,32,51,Adam
d_139_herb_09,20220627,Adam,2,_litter,75,,Adam
d_139_herb_09,20220627,Adam,2,_bare,25,,Adam
d_139_herb_09,20220627,Adam,2,brte,5,20,Adam
d_139_herb_09,20220627,Adam,2,satr,5,12,Adam
d_139_herb_09,20220627,Adam,2,kosc,7,17,Adam
d_139_herb_09,20220627,Adam,2,elre,1,26,Adam
d_139_herb_09,20220627,Adam,3,_litter,100,,Adam
d_139_herb_09,20220627,Adam,3,_bare,0,,Adam
d_139_herb_09,20220627,Adam,3,brte,42,19,Adam
d_139_herb_09,20220627,Adam,3,satr,3,14,Adam
d_139_herb_09,20220627,Adam,3,kosc,1,4,Adam
d_139_herb_09,20220627,Adam,3,sece,4,60,Adam
d_139_herb_09,20220627,Adam,4,_litter,95,,Adam
d_139_herb_09,20220627,Adam,4,_bare,5,,Adam
d_139_herb_09,20220627,Adam,4,brte,5,30,Adam
d_139_herb_09,20220627,Adam,4,satr,5,12,Adam
d_139_herb_09,20220627,Adam,4,kosc,3,14,Adam
d_139_herb_09,20220627,Adam,999,navi,0.5,,Adam
d_140_herb_09,20220627,Adam,1,_litter,100,,Adam
d_140_herb_09,20220627,Adam,1,_bare,0,,Adam
d_140_herb_09,20220627,Adam,1,brte,16,25,Adam
d_140_herb_09,20220627,Adam,1,kosc,4,30,Adam
d_140_herb_09,20220627,Adam,2,_litter,95,,Adam
d_140_herb_09,20220627,Adam,2,_bare,5,,Adam
d_140_herb_09,20220627,Adam,2,brte,8,21,Adam
d_140_herb_09,20220627,Adam,2,kosc,7,15,Adam
d_140_herb_09,20220627,Adam,2,satr,0.5,4,Adam
d_140_herb_09,20220627,Adam,2,elre,0.5,7,Adam
d_140_herb_09,20220627,Adam,3,_litter,99,,Adam
d_140_herb_09,20220627,Adam,3,_bare,1,,Adam
d_140_herb_09,20220627,Adam,3,brte,8,17,Adam
d_140_herb_09,20220627,Adam,3,kosc,3,22,Adam
d_140_herb_09,20220627,Adam,3,satr,1,10,Adam
d_140_herb_09,20220627,Adam,3,bocu,18,22,Adam
d_140_herb_09,20220627,Adam,4,_litter,100,,Adam
d_140_herb_09,20220627,Adam,4,_bare,0,,Adam
d_140_herb_09,20220627,Adam,4,brte,20,19,Adam
d_140_herb_09,20220627,Adam,4,kosc,1,9,Adam
d_140_herb_09,20220627,Adam,4,sece,1,36,Adam
d_141_herb_09,20220627,Adam,1,_litter,30,,Adam
d_141_herb_09,20220627,Adam,1,_bare,70,,Adam
d_141_herb_09,20220627,Adam,1,brte,7,15,Adam
d_141_herb_09,20220627,Adam,1,satr,3,12,Adam
d_141_herb_09,20220627,Adam,1,kosc,4,13,Adam
d_141_herb_09,20220627,Adam,1,elre,6,21,Adam
d_141_herb_09,20220627,Adam,1,upg4,3,23,Adam
d_141_herb_09,20220627,Adam,2,_litter,80,,Adam
d_141_herb_09,20220627,Adam,2,_bare,20,,Adam
d_141_herb_09,20220627,Adam,2,satr,2,17,Adam
d_141_herb_09,20220627,Adam,2,kosc,0.5,12,Adam
d_141_herb_09,20220627,Adam,2,elre,2,14,Adam
d_141_herb_09,20220627,Adam,2,upg4,40,25,Adam
d_141_herb_09,20220627,Adam,3,_litter,10,,Adam
d_141_herb_09,20220627,Adam,3,_bare,90,,Adam
d_141_herb_09,20220627,Adam,3,brte,1,23,Adam
d_141_herb_09,20220627,Adam,3,satr,2,6,Adam
d_141_herb_09,20220627,Adam,3,kosc,3,20,Adam
d_141_herb_09,20220627,Adam,3,elre,1,22,Adam
d_141_herb_09,20220627,Adam,3,bocu,1,25,Adam
d_141_herb_09,20220627,Adam,4,_litter,100,,Adam
d_141_herb_09,20220627,Adam,4,_bare,0,,Adam
d_141_herb_09,20220627,Adam,4,brte,4,15,Adam
d_141_herb_09,20220627,Adam,4,satr,2,13,Adam
d_141_herb_09,20220627,Adam,4,upg4,65,20,Adam
d_141_herb_09,20220627,Adam,4,upfr,0.5,32,Adam
d_141_herb_09,20220627,Adam,999,hevi,0.5,,Adam
d_141_herb_09,20220627,Adam,999,brin,0.5,,Adam
d_142_herb_09,20220627,Adam,1,_litter,80,,Adam
d_142_herb_09,20220627,Adam,1,_bare,20,,Adam
d_142_herb_09,20220627,Adam,1,brte,2,25,Adam
d_142_herb_09,20220627,Adam,1,satr,8,19,Adam
d_142_herb_09,20220627,Adam,1,kosc,1,8,Adam
d_142_herb_09,20220627,Adam,1,bocu,8,41,Adam
d_142_herb_09,20220627,Adam,1,elre,5,32,Adam
d_142_herb_09,20220627,Adam,2,_litter,95,,Adam
d_142_herb_09,20220627,Adam,2,_bare,5,,Adam
d_142_herb_09,20220627,Adam,2,satr,2,23,Adam
d_142_herb_09,20220627,Adam,2,kosc,1,20,Adam
d_142_herb_09,20220627,Adam,2,elre,13,37,Adam
d_142_herb_09,20220627,Adam,3,_litter,95,,Adam
d_142_herb_09,20220627,Adam,3,_bare,5,,Adam
d_142_herb_09,20220627,Adam,3,satr,1,15,Adam
d_142_herb_09,20220627,Adam,3,kosc,1,11,Adam
d_142_herb_09,20220627,Adam,3,bocu,38,21,Adam
d_142_herb_09,20220627,Adam,3,elre,1,40,Adam
d_142_herb_09,20220627,Adam,4,_litter,100,,Adam
d_142_herb_09,20220627,Adam,4,_bare,0,,Adam
d_142_herb_09,20220627,Adam,4,brte,1,17,Adam
d_142_herb_09,20220627,Adam,4,satr,2,20,Adam
d_142_herb_09,20220627,Adam,4,kosc,2,22,Adam
d_142_herb_09,20220627,Adam,4,bocu,7,23,Adam
d_142_herb_09,20220627,Adam,4,sphe,12,70,Adam
d_142_herb_09,20220627,Adam,999,navi,0.5,,Adam
d_142_herb_09,20220627,Adam,999,sial,0.5,,Adam
d_142_herb_09,20220627,Adam,999,upg4,0.5,,Adam
d_142_herb_09,20220627,Adam,999,mesa,0.5,,Adam
d_142_herb_09,20220627,Adam,999,hean,0.5,,Adam
d_143_herb_09,20220627,Adam,1,_litter,100,,Adam
d_143_herb_09,20220627,Adam,1,_bare,0,,Adam
d_143_herb_09,20220627,Adam,1,brte,8,20,Adam
d_143_herb_09,20220627,Adam,1,kosc,16,5,Adam
d_143_herb_09,20220627,Adam,1,satr,0.5,9,Adam
d_143_herb_09,20220627,Adam,2,_litter,100,,Adam
d_143_herb_09,20220627,Adam,2,_bare,0,,Adam
d_143_herb_09,20220627,Adam,2,brte,33,40,Adam
d_143_herb_09,20220627,Adam,2,kosc,4,16,Adam
d_143_herb_09,20220627,Adam,2,satr,1,8,Adam
d_143_herb_09,20220627,Adam,3,_litter,100,,Adam
d_143_herb_09,20220627,Adam,3,_bare,0,,Adam
d_143_herb_09,20220627,Adam,3,brte,8,17,Adam
d_143_herb_09,20220627,Adam,3,kosc,13,10,Adam
d_143_herb_09,20220627,Adam,4,_litter,100,,Adam
d_143_herb_09,20220627,Adam,4,_bare,0,,Adam
d_143_herb_09,20220627,Adam,4,brte,7,18,Adam
d_143_herb_09,20220627,Adam,4,kosc,3,17,Adam
d_143_herb_09,20220627,Adam,4,satr,11,13,Adam
d_143_herb_09,20220627,Adam,999,bocu,0.5,,Adam
d_143_herb_09,20220627,Adam,999,sphe,0.5,,Adam
d_143_herb_09,20220627,Adam,999,navi,0.5,,Adam
d_144_herb_09,20220627,Adam,1,_litter,100,,Adam
d_144_herb_09,20220627,Adam,1,_bare,0,,Adam
d_144_herb_09,20220627,Adam,1,bocu,90,25,Adam
d_144_herb_09,20220627,Adam,2,_litter,100,,Adam
d_144_herb_09,20220627,Adam,2,_bare,0,,Adam
d_144_herb_09,20220627,Adam,2,mesa,23,41,Adam
d_144_herb_09,20220627,Adam,2,satr,4,30,Adam
d_144_herb_09,20220627,Adam,2,elre,5,17,Adam
d_144_herb_09,20220627,Adam,2,brte,2,18,Adam
d_144_herb_09,20220627,Adam,3,_litter,80,,Adam
d_144_herb_09,20220627,Adam,3,_bare,20,,Adam
d_144_herb_09,20220627,Adam,3,bocu,19,23,Adam
d_144_herb_09,20220627,Adam,3,satr,3,17,Adam
d_144_herb_09,20220627,Adam,3,brte,2,18,Adam
d_144_herb_09,20220627,Adam,3,kosc,0.5,4,Adam
d_144_herb_09,20220627,Adam,3,brse,1,10,Adam
d_144_herb_09,20220627,Adam,4,_litter,100,,Adam
d_144_herb_09,20220627,Adam,4,_bare,0,,Adam
d_144_herb_09,20220627,Adam,4,bocu,32,29,Adam
d_144_herb_09,20220627,Adam,4,satr,1,7,Adam
d_144_herb_09,20220627,Adam,4,kosc,1,5,Adam
d_144_herb_09,20220627,Adam,4,stpa,0.5,23,Adam
d_144_herb_09,20220627,Adam,999,sphe,0.5,,Adam
d_144_herb_09,20220627,Adam,999,hevi,0.5,,Adam
d_145_herb_09,20220627,Adam,1,_litter,100,,Adam
d_145_herb_09,20220627,Adam,1,_bare,0,,Adam
d_145_herb_09,20220627,Adam,1,brte,8,40,Adam
d_145_herb_09,20220627,Adam,1,kosc,3,9,Adam
d_145_herb_09,20220627,Adam,1,mesa,1,15,Adam
d_145_herb_09,20220627,Adam,2,_litter,100,,Adam
d_145_herb_09,20220627,Adam,2,_bare,0,,Adam
d_145_herb_09,20220627,Adam,2,brte,18,21,Adam
d_145_herb_09,20220627,Adam,2,kosc,3,21,Adam
d_145_herb_09,20220627,Adam,2,bocu,0.5,13,Adam
d_145_herb_09,20220627,Adam,2,satr,0.5,6,Adam
d_145_herb_09,20220627,Adam,3,_litter,100,,Adam
d_145_herb_09,20220627,Adam,3,_bare,0,,Adam
d_145_herb_09,20220627,Adam,3,brte,9,19,Adam
d_145_herb_09,20220627,Adam,3,kosc,14,13,Adam
d_145_herb_09,20220627,Adam,3,bocu,0.5,21,Adam
d_145_herb_09,20220627,Adam,4,_litter,100,,Adam
d_145_herb_09,20220627,Adam,4,_bare,0,,Adam
d_145_herb_09,20220627,Adam,4,brte,6,39,Adam
d_145_herb_09,20220627,Adam,4,kosc,3,9,Adam
d_145_herb_09,20220627,Adam,4,mesa,13,25,Adam
d_145_herb_09,20220627,Adam,4,satr,2,9,Adam
d_145_herb_09,20220627,Adam,4,navi,7,28,Adam
d_145_herb_09,20220627,Adam,999,sphe,0.5,,Adam
d_145_herb_09,20220627,Adam,999,upg4,0.5,,Adam
d_112_herb_07,20220627,Adam,1,_litter,100,,Adam
d_112_herb_07,20220627,Adam,1,_bare,0,,Adam
d_112_herb_07,20220627,Adam,1,brte,24,27,Adam
d_112_herb_07,20220627,Adam,1,mesa,0.5,46,Adam
d_112_herb_07,20220627,Adam,1,sece,0.5,33,Adam
d_112_herb_07,20220627,Adam,2,_litter,100,,Adam
d_112_herb_07,20220627,Adam,2,_bare,0,,Adam
d_112_herb_07,20220627,Adam,2,brte,12,42,Adam
d_112_herb_07,20220627,Adam,2,satr,9,15,Adam
d_112_herb_07,20220627,Adam,2,kosc,1,13,Adam
d_112_herb_07,20220627,Adam,2,elre,1,11,Adam
d_112_herb_07,20220627,Adam,3,_litter,60,,Adam
d_112_herb_07,20220627,Adam,3,_bare,40,,Adam
d_112_herb_07,20220627,Adam,3,brte,3,21,Adam
d_112_herb_07,20220627,Adam,3,satr,8,14,Adam
d_112_herb_07,20220627,Adam,4,_litter,100,,Adam
d_112_herb_07,20220627,Adam,4,_bare,0,,Adam
d_112_herb_07,20220627,Adam,4,brte,8,46,Adam
d_112_herb_07,20220627,Adam,4,satr,18,19,Adam
d_112_herb_07,20220627,Adam,999,bogr,0.5,,Adam
d_112_herb_07,20220627,Adam,999,sphe,0.5,,Adam
d_129_shru_08,20220627,Adam,1,_litter,100,,Adam
d_129_shru_08,20220627,Adam,1,_bare,0,,Adam
d_129_shru_08,20220627,Adam,1,brte,40,48,Adam
d_129_shru_08,20220627,Adam,1,satr,5,21,Adam
d_129_shru_08,20220627,Adam,2,_litter,100,,Adam
d_129_shru_08,20220627,Adam,2,_bare,0,,Adam
d_129_shru_08,20220627,Adam,2,brte,48,52,Adam
d_129_shru_08,20220627,Adam,2,kosc,21,32,Adam
d_129_shru_08,20220627,Adam,3,_litter,100,,Adam
d_129_shru_08,20220627,Adam,3,_bare,0,,Adam
d_129_shru_08,20220627,Adam,3,brte,70,41,Adam
d_129_shru_08,20220627,Adam,3,kosc,1,44,Adam
d_129_shru_08,20220627,Adam,4,_litter,700,,Adam
d_129_shru_08,20220627,Adam,4,_bare,0,,Adam
d_129_shru_08,20220627,Adam,4,brte,43,20,Adam
d_129_shru_08,20220627,Adam,4,kosc,30,39,Adam
d_129_shru_08,20220627,Adam,999,sece,0.5,,Adam
d_129_shru_08,20220627,Adam,999,mesa,0.5,,Adam
d_130_shru_08,20220627,Adam,1,_litter,95,,Adam
d_130_shru_08,20220627,Adam,1,_bare,5,,Adam
d_130_shru_08,20220627,Adam,1,brte,0.5,21,Adam
d_130_shru_08,20220627,Adam,1,satr,3,10,Adam
d_130_shru_08,20220627,Adam,1,kosc,1,13,Adam
d_130_shru_08,20220627,Adam,1,mesa,8,46,Adam
d_130_shru_08,20220627,Adam,1,elre,2,30,Adam
d_130_shru_08,20220627,Adam,2,_litter,40,,Adam
d_130_shru_08,20220627,Adam,2,_bare,60,,Adam
d_130_shru_08,20220627,Adam,2,satr,3,8,Adam
d_130_shru_08,20220627,Adam,2,kosc,4,16,Adam
d_130_shru_08,20220627,Adam,2,mesa,7,28,Adam
d_130_shru_08,20220627,Adam,3,_litter,98,,Adam
d_130_shru_08,20220627,Adam,3,_bare,2,,Adam
d_130_shru_08,20220627,Adam,3,brte,1,45,Adam
d_130_shru_08,20220627,Adam,3,satr,4,10,Adam
d_130_shru_08,20220627,Adam,3,kosc,0.5,2,Adam
d_130_shru_08,20220627,Adam,3,mesa,16,26,Adam
d_130_shru_08,20220627,Adam,4,_litter,100,,Adam
d_130_shru_08,20220627,Adam,4,_bare,0,,Adam
d_130_shru_08,20220627,Adam,4,satr,1,13,Adam
d_130_shru_08,20220627,Adam,4,mesa,1,4,Adam
d_130_shru_08,20220627,Adam,4,brin,7,41,Adam
d_130_shru_08,20220627,Adam,999,sial,0.5,,Adam
d_131_shru_08,20220627,Adam,1,_litter,99,,Adam
d_131_shru_08,20220627,Adam,1,_bare,0,,Adam
d_131_shru_08,20220627,Adam,1,kosc,17,8,Adam
d_131_shru_08,20220627,Adam,1,elre,4,28,Adam
d_131_shru_08,20220627,Adam,1,atca,2,106,Adam
d_131_shru_08,20220627,Adam,1,satr,2,6,Adam
d_131_shru_08,20220627,Adam,1,_moss,1,,Adam
d_131_shru_08,20220627,Adam,2,_litter,95,,Adam
d_131_shru_08,20220627,Adam,2,_bare,5,,Adam
d_131_shru_08,20220627,Adam,2,kosc,4,7,Adam
d_131_shru_08,20220627,Adam,2,elre,18,22,Adam
d_131_shru_08,20220627,Adam,2,satr,2,7,Adam
d_131_shru_08,20220627,Adam,3,_litter,95,,Adam
d_131_shru_08,20220627,Adam,3,_bare,5,,Adam
d_131_shru_08,20220627,Adam,3,kosc,20,7,Adam
d_131_shru_08,20220627,Adam,3,satr,2,6,Adam
d_131_shru_08,20220627,Adam,4,_litter,70,,Adam
d_131_shru_08,20220627,Adam,4,_bare,30,,Adam
d_131_shru_08,20220627,Adam,4,kosc,11,9,Adam
d_131_shru_08,20220627,Adam,4,elre,2,13,Adam
d_131_shru_08,20220627,Adam,4,satr,3,9,Adam
d_131_shru_08,20220627,Adam,999,brte,0.5,,Adam
d_132_shru_08,20220627,Adam,1,_litter,40,,Adam
d_132_shru_08,20220627,Adam,1,_bare,60,,Adam
d_132_shru_08,20220627,Adam,1,kosc,10,16,Adam
d_132_shru_08,20220627,Adam,1,satr,14,13,Adam
d_132_shru_08,20220627,Adam,2,_litter,70,,Adam
d_132_shru_08,20220627,Adam,2,_bare,30,,Adam
d_132_shru_08,20220627,Adam,2,kosc,11,17,Adam
d_132_shru_08,20220627,Adam,2,satr,2,13,Adam
d_132_shru_08,20220627,Adam,3,_litter,70,,Adam
d_132_shru_08,20220627,Adam,3,_bare,30,,Adam
d_132_shru_08,20220627,Adam,3,kosc,13,25,Adam
d_132_shru_08,20220627,Adam,3,satr,6,9,Adam
d_132_shru_08,20220627,Adam,4,_litter,100,,Adam
d_132_shru_08,20220627,Adam,4,_bare,0,,Adam
d_132_shru_08,20220627,Adam,4,atca,90,107,Adam
d_132_shru_08,20220627,Adam,999,brte,0.5,,Adam
d_132_shru_08,20220627,Adam,999,sial,0.5,,Adam
d_132_shru_08,20220627,Adam,999,elre,0.5,,Adam
d_132_shru_08,20220627,Adam,999,bocu,0.5,,Adam
d_132_shru_08,20220627,Adam,999,deso,0.5,,Adam
d_133_shru_08,20220627,Adam,1,_litter,30,,Adam
d_133_shru_08,20220627,Adam,1,_bare,70,,Adam
d_133_shru_08,20220627,Adam,1,satr,25,10,Adam
d_133_shru_08,20220627,Adam,1,kosc,4,8,Adam
d_133_shru_08,20220627,Adam,2,_litter,60,,Adam
d_133_shru_08,20220627,Adam,2,_bare,40,,Adam
d_133_shru_08,20220627,Adam,2,satr,25,7,Adam
d_133_shru_08,20220627,Adam,2,kosc,9,10,Adam
d_133_shru_08,20220627,Adam,2,brte,1,16,Adam
d_133_shru_08,20220627,Adam,3,_litter,70,,Adam
d_133_shru_08,20220627,Adam,3,_bare,30,,Adam
d_133_shru_08,20220627,Adam,3,satr,9,9,Adam
d_133_shru_08,20220627,Adam,3,kosc,14,24,Adam
d_133_shru_08,20220627,Adam,4,_litter,90,,Adam
d_133_shru_08,20220627,Adam,4,_bare,10,,Adam
d_133_shru_08,20220627,Adam,4,satr,5,30,Adam
d_133_shru_08,20220627,Adam,4,kosc,5,18,Adam
d_133_shru_08,20220627,Adam,4,brte,2,29,Adam
d_133_shru_08,20220627,Adam,4,atca,90,78,Adam
d_133_shru_08,20220627,Adam,999,bogr,0.5,,Adam
d_133_shru_08,20220627,Adam,999,sial,0.5,,Adam
d_133_shru_08,20220627,Adam,999,chbe,0.5,,Adam
d_134_shru_08,20220627,Adam,1,_litter,100,,Adam
d_134_shru_08,20220627,Adam,1,_bare,0,,Adam
d_134_shru_08,20220627,Adam,1,brte,2,20,Adam
d_134_shru_08,20220627,Adam,1,satr,4,11,Adam
d_134_shru_08,20220627,Adam,1,kosc,2,28,Adam
d_134_shru_08,20220627,Adam,1,mesa,20,28,Adam
d_134_shru_08,20220627,Adam,1,elre,3,18,Adam
d_134_shru_08,20220627,Adam,2,_litter,100,,Adam
d_134_shru_08,20220627,Adam,2,_bare,0,,Adam
d_134_shru_08,20220627,Adam,2,brte,2,19,Adam
d_134_shru_08,20220627,Adam,2,satr,18,7,Adam
d_134_shru_08,20220627,Adam,2,kosc,1,15,Adam
d_134_shru_08,20220627,Adam,2,sece,0.5,92,Adam
d_134_shru_08,20220627,Adam,3,_litter,95,,Adam
d_134_shru_08,20220627,Adam,3,_bare,5,,Adam
d_134_shru_08,20220627,Adam,3,brte,3,28,Adam
