2012Smp_No,Mgt_Strip,Strip_No,Land_Class,2001Smp_No,12CC_0_6in,12C_0_6in,12N_0_6in,12SOC_0_6,12CC_6_12,12C_6_12in,12N_6_12in,12SOC_6_12,12CC_0_1ft,12C_0_1ft,12N_0_1ft,12SOC_0_1,01CC_0_1ft,01CC_1_2ft,01CC_2_3ft,01CC_0_3ft,CC_diff,CC_n3diff,UTME_2012,UTMN_2012,ELEV_2001,ELEV_2012,ELEVDIFF,ChgClass_5,SLOPE,ASPECT,COSASP,POTSOLRAD,CURV,LNSCASINK,WETSINK,LNSCAFILL,WETFILL,SOILUNIT,UNITNAME
144,East,4,Summit,218,8.90442,1.46,0.06,0.391042017,8.34297,1.22,0.04,0.218442977,8.623695,1.34,0.05,0.304742497,9.6104,6.88001,8.089028,8.193146,-0.986705,-0.12043054,513054.977,4495379.552,1586.958374,1587.06,0.101626,Deposited,3.72,25.459999,0.902899,0.970799,-0.000799,3.47,6.76,3.47,6.76,2,Wagonwheel loam 2 to 5 percent slope
145,East,4,SideNorthface,219,4.6374,1.07,0.07,0.513289316,11.71167,1.91,0.07,0.504037215,8.174535,1.49,0.07,0.508663265,4.07636,10.8787,8.5258,7.826953333,4.098175,0.52359773,513075.885,4495477.575,1580.905639,1580.961,0.055361,Deposited,4.929999,37.979999,0.7882,0.9663,0.0024,4.449999,7.46,4.449999,7.46,2,Wagonwheel loam 2 to 5 percent slope
146,East,4,SideNorthface,220,4.86198,1.37,0.1,0.786328932,5.53572,1.27,0.08,0.605447779,5.19885,1.32,0.09,0.695888355,3.08645,10.8787,9.316436,7.760528667,2.1124,0.272197951,513042.539,4495499.664,1581.116577,1581.184,0.067423,Deposited,4.619999,46,0.6947,0.9724,0.003199,4.769999,7.849999,4.769999,7.849999,2,Wagonwheel loam 2 to 5 percent slope
147,East,4,Summit,221,6.54633,1.22,0.06,0.43412605,13.17144,2.35,0.08,0.768794718,9.858885,1.785,0.07,0.601460384,11.142548,8.702732,7.826012,9.223764,-1.283663,-0.139169107,513021.758,4495404.514,1586.559692,1586.58,0.020308,Unchanged,3.69,327.670013,0.845,0.972999,-0.0068,1.97,5.269999,1.97,5.269999,2,Wagonwheel loam 2 to 5 percent slope
148,East,4,Summit,222,10.36419,1.81,0.08,0.56579952,11.82396,1.83,0.05,0.410557023,11.094075,1.82,0.065,0.488178271,12.3669,14.5761,11.501104,12.81470133,-1.272825,-0.099325374,513002.592,4495305.934,1587.746948,1587.667,-0.079948,Eroded,1.549999,206.429992,-0.8955,1.0118,-0.004399,1.61,5.769999,1.61,5.769999,1,Wagonwheel loam 0 to 2 percent slope
149,East,4,Summit,223,13.05915,2.11,0.08,0.54227491,12.04854,1.65,0.04,0.203596639,12.553845,1.88,0.06,0.372935774,8.86175,8.089028,8.439716,8.463498,3.692095,0.436237475,512979.386,4495209.727,1585.615844,1585.495,-0.120844,Eroded,3.869999,221.190002,-0.752499,1.024799,-0.0048,3.93,7.179999,3.93,7.179999,2,Wagonwheel loam 2 to 5 percent slope
150,East,4,SideSouthface,224,10.47648,1.8,0.08,0.542319328,14.40663,2.14,0.06,0.410512605,12.441555,1.97,0.07,0.476415966,12.8189,11.411465,8.089028,10.773131,-0.377345,-0.035026493,512957.852,4495116.68,1582.83789,1582.787,-0.05089,Eroded,2.67,249.690002,-0.347099,1.0081,-0.000399,4.699999,8.319999,4.699999,8.319999,2,Wagonwheel loam 2 to 5 percent slope
151,East,4,Summit,225,6.09717,1.27,0.08,0.538046819,13.05915,2.07,0.06,0.50227491,9.57816,1.67,0.07,0.520160864,10.6799,12.5603,9.754796,10.998332,-1.10174,-0.100173372,512934.249,4495007.897,1582.839477,1582.832,-0.007477,Unchanged,1.58,91.75,-0.0305,1.000499,-0.0012,2.68,6.82,2.68,6.82,2,Wagonwheel loam 2 to 5 percent slope
152,East,4,Summit,226,7.78152,1.67,0.09,0.735843938,11.71167,1.92,0.07,0.514037215,9.746595,1.795,0.08,0.624940576,8.43395,10.2629,9.3161,9.33765,1.312645,0.14057552,512913.784,4494912.749,1582.009643,1582.04,0.030357,Unchanged,3.849999,128.830001,-0.626999,1.020699,0.0024,3.559999,6.82,3.559999,6.82,2,Wagonwheel loam 2 to 5 percent slope
153,East,4,Summit,227,4.41282,1.15,0.08,0.6202497,2.72847,0.87,0.08,0.542452581,3.570645,1.01,0.08,0.58135114,2.653364,12.472628,7.6702,7.598730667,0.917281,0.12071503,512897.308,4494835.891,1580.105224,1580.073,-0.032224,Unchanged,3.279999,172.529998,-0.9915,1.0273,-0.003599,2.2,5.619999,2.2,5.619999,2,Wagonwheel loam 2 to 5 percent slope
155,West,3,SideSouthface,230,8.67984,1.7,0.08,0.658002401,12.4977,1.93,0.06,0.42967587,10.58877,1.815,0.07,0.543839136,10.917776,9.964025,8.439716,9.773839,-0.329006,-0.033661901,512806.244,4494820.201,1579.061645,1579.006,-0.055645,Eroded,2.059999,194.699996,-0.967299,1.016899,0.000799,4.44,8.319999,4.44,8.319999,1,Wagonwheel loam 0 to 2 percent slope
156,West,3,Summit,232,11.48709,1.89,0.07,0.510997599,10.58877,1.52,0.04,0.248839136,11.03793,1.705,0.055,0.379918367,11.75702,11.36585,11.15668,11.42651667,-0.71909,-0.06293169,512826.576,4494913.557,1582.258422,1582.183,-0.075422,Eroded,4.21,225.380004,-0.7024,1.0252,-0.0012,3.48,6.639999,3.48,6.639999,2,Wagonwheel loam 2 to 5 percent slope
157,West,3,Summit,234,11.26251,1.84,0.07,0.487957983,12.04854,1.71,0.04,0.263596639,11.655525,1.775,0.055,0.375777311,10.425436,12.07204,12.07204,11.523172,1.230089,0.106749166,512847.886,4495010.131,1583.121459,1583.142,0.020541,Unchanged,3.869999,323.950012,0.808499,0.972899,-0.000399,2.769999,6.019999,2.769999,6.019999,2,Wagonwheel loam 2 to 5 percent slope
158,West,3,SideNorthface,236,9.80274,1.85,0.08,0.67320048,13.84518,2.05,0.05,0.387913565,11.82396,1.95,0.065,0.530557023,12.363088,10.285452,7.846488,10.16500933,-0.539128,-0.05303763,512868.388,4495106.006,1580.841552,1580.872,0.030448,Unchanged,2.609999,294.910003,0.4212,0.9907,0.002,4.9,8.539999,4.9,8.539999,1,Wagonwheel loam 0 to 2 percent slope
159,West,3,SideSouthface,238,6.32175,1.5,0.09,0.741086435,11.93625,1.94,0.07,0.507076831,9.129,1.72,0.08,0.624081633,9.964025,11.8432,9.924124,10.57711633,-0.835025,-0.078946376,512891.192,4495208.849,1582.277099,1582.227,-0.050099,Eroded,4.09,233.470001,-0.5952,1.0209,-0.001599,4.01,7.21,4.01,7.21,2,Wagonwheel loam 2 to 5 percent slope
160,West,3,SideNorthface,240,0.03351,1.77,0.08,1.765977191,14.7435,2.23,0.06,0.460072029,7.388505,2,0.07,1.11302461,13.085744,14.1316,9.020804,12.07938267,-5.697239,-0.471649848,512912.339,4495307.237,1584.504638,1584.34,-0.164638,Eroded,4.88,270.279998,0.0049,1.000699,-0.000399,4.489999,7.51,4.489999,7.51,2,Wagonwheel loam 2 to 5 percent slope
161,West,3,Summit,242,10.36419,1.77,0.07,0.52579952,11.82396,1.71,0.04,0.290557023,11.094075,1.74,0.055,0.408178271,10.827444,9.797963,6.491508,9.038971667,0.266631,0.029497935,512934.28,4495402.15,1584.625366,1584.638,0.012634,Unchanged,3.92,282.73999,0.2205,0.993099,-0.0012,4.349999,7.59,4.349999,7.59,2,Wagonwheel loam 2 to 5 percent slope
162,West,3,Summit,244,8.67984,1.65,0.07,0.608002401,12.4977,1.92,0.06,0.41967587,10.58877,1.785,0.065,0.513839136,11.008108,9.2918,12.666411,10.988773,-0.419338,-0.038160584,512953.437,4495504.574,1583.231567,1583.302,0.070433,Deposited,3.5,10.02,0.9847,0.9699,-0.000799,3.029999,6.38,3.029999,6.38,2,Wagonwheel loam 2 to 5 percent slope
163,West,3,Summit,246,10.47648,1.85,0.08,0.592319328,12.72228,1.84,0.05,0.312715486,11.59938,1.845,0.065,0.452517407,11.87144,4.684868,7.06692,7.874409333,-0.27206,-0.034549893,512909.553,4495456.648,1583.247314,1583.307,0.059686,Deposited,4.11,292.720001,0.3862,0.9868,0.000399,3.94,7.139999,3.94,7.139999,2,Wagonwheel loam 2 to 5 percent slope
164,West,3,SideNorthface,248,7.22007,1.56,0.09,0.693244898,14.96808,2.28,0.06,0.483111645,11.094075,1.92,0.075,0.588178271,10.694353,13.537404,9.924124,11.38529367,0.399722,0.035108624,512887.055,4495356.645,1582.661132,1582.512,-0.149132,Eroded,5.099999,279.209991,0.160099,0.9939,0.0012,4.69,7.67,4.69,7.67,2,Wagonwheel loam 2 to 5 percent slope
165,West,3,SideNorthface,250,9.01671,1.72,0.08,0.637561825,13.05915,2.05,0.06,0.48227491,11.03793,1.885,0.07,0.559918367,8.38848,12.99866,12.30088,11.22934,2.64945,0.235939957,512871.197,4495283.048,1582.857666,1582.669,-0.188666,Eroded,6.869999,273.100006,0.054099,0.998499,-0.002,3.549999,6.23,3.549999,6.23,2,Wagonwheel loam 2 to 5 percent slope
166,West,3,SideSouthface,252,8.79213,1.73,0.09,0.674522209,12.94686,1.96,0.05,0.405755102,10.869495,1.845,0.07,0.540138655,12.32912,9.562796,11.38552,11.09247867,-1.459625,-0.131586911,512849.064,4495186.764,1580.143432,1580.15,0.006568,Unchanged,2.97,258.089996,-0.2064,1.005499,0.001599,5.11,8.63,5.11,8.63,1,Wagonwheel loam 0 to 2 percent slope
167,West,3,SideNorthface,254,10.81335,1.95,0.08,0.651878752,12.4977,1.88,0.05,0.37967587,11.655525,1.915,0.065,0.515777311,11.41376,10.456172,9.439407,10.43644633,0.241765,0.023165452,512828.295,4495088.188,1580.235473,1580.236,0.000527,Unchanged,3.559999,313.339996,0.686299,0.978999,0,4.579999,7.909999,4.579999,7.909999,1,Wagonwheel loam 0 to 2 percent slope
168,West,3,Summit,256,11.59938,1.84,0.06,0.447517407,12.04854,1.71,0.04,0.263596639,11.82396,1.775,0.05,0.355557023,12.7868,9.05342,5.136528,8.992249333,-0.96284,-0.107074433,512805.738,4494983.736,1582.338134,1582.186,-0.152134,Eroded,4.07,288.019989,0.3093,0.9897,0.000399,3.869999,7.07,3.869999,7.07,2,Wagonwheel loam 2 to 5 percent slope
169,West,3,Summit,258,9.91503,1.89,0.08,0.699720288,12.16083,1.83,0.05,0.370116447,11.03793,1.86,0.065,0.534918367,13.47332,10.24439,6.220512,9.979407333,-2.43539,-0.244041547,512786.058,4494891.658,1580.641235,1580.599,-0.042235,Unchanged,3.099999,222.029998,-0.742799,1.0196,-0.002,3.74,7.219999,3.74,7.219999,2,Wagonwheel loam 2 to 5 percent slope
170,West,3,SideSouthface,260,2.3916,1.09,0.09,0.802893157,6.32175,1.1,0.07,0.341086435,4.356675,1.095,0.08,0.571989796,3.075038,10.80512,6.762504,6.880887333,1.281637,0.186260425,512764.227,4494786.371,1578.241577,1578.226,-0.015577,Unchanged,1.429999,169.850006,-0.9843,1.011999,0.002,6.409999,10.659999,6.409999,10.659999,1,Wagonwheel loam 0 to 2 percent slope
172,East,2,SideSouthface,263,1.94244,1.01,0.1,0.776813926,8.90442,1.56,0.06,0.491042017,5.42343,1.285,0.08,0.633927971,4.66982,9.3814,4.4617,6.170973333,0.75361,0.12212174,512694.724,4494841.86,1578.709472,1578.697,-0.012472,Unchanged,1.72,217.669998,-0.791499,1.0116,-0.002,4.099999,8.159999,4.099999,8.159999,1,Wagonwheel loam 0 to 2 percent slope
173,East,2,SideNorthface,264,6.54633,1.48,0.08,0.69412605,12.04854,1.97,0.06,0.523596639,9.297435,1.725,0.07,0.608861345,8.86175,12.9874,8.61506,10.15473667,0.435685,0.042904608,512716.398,4494939.441,1579.767089,1579.711,-0.056089,Eroded,1.74,270.429992,0.007499,1,-0.0024,3.72,7.769999,3.72,7.769999,1,Wagonwheel loam 0 to 2 percent slope
174,East,2,SideNorthface,265,8.34297,1.75,0.08,0.748442977,13.05915,2.06,0.05,0.49227491,10.70106,1.905,0.065,0.620358944,12.954585,5.959,8.5797,9.164428333,-2.253525,-0.245899135,512731.082,4495012.576,1579.507446,1579.343,-0.164446,Eroded,3.4,304.049987,0.559899,0.983799,-0.000799,3.869999,7.25,3.869999,7.25,2,Wagonwheel loam 2 to 5 percent slope
175,East,2,SideNorthface,266,6.09717,1.51,0.09,0.778046819,11.26251,2.11,0.07,0.757957983,8.67984,1.81,0.08,0.768002401,3.35474,15.04696,8.7397,9.047133333,5.3251,0.588595282,512752.084,4495109.783,1578.098022,1578.028,-0.070022,Eroded,2.4,299.890014,0.498299,0.989799,-0.000399,4.92,8.64,4.92,8.64,1,Wagonwheel loam 0 to 2 percent slope
176,East,2,Toe,267,7.79948,1.78,0.1,0.843687875,12.20508,2.06,0.07,0.594804322,10.00228,1.92,0.085,0.719246098,6.6158,10.0231,11.142548,9.260482667,3.38648,0.365691522,512774.384,4495212.48,1577.951782,1577.93,-0.021782,Unchanged,2.66,264.940002,-0.0882,1.0023,0.000799,5.469999,9.1,5.469999,9.1,1,Wagonwheel loam 0 to 2 percent slope
177,East,2,SideNorthface,268,10.44284,1.77,0.07,0.516357743,11.32396,1.62,0.04,0.260581032,10.8834,1.695,0.055,0.388469388,7.57835,7.8841,9.3814,8.281283333,3.30505,0.399098771,512794.166,4495305.328,1579.17102,1579.157,-0.01402,Unchanged,3.68,294.390014,0.4129,0.987299,-0.005599,2.2,5.5,2.2,5.5,2,Wagonwheel loam 2 to 5 percent slope
178,East,2,Toe,269,7.13864,1.47,0.08,0.613020408,15.8397,2.37,0.05,0.46847539,11.48917,1.92,0.065,0.540747899,9.28955,11.0926,8.5258,9.635983333,2.19962,0.228271462,512808.579,4495372.421,1577.760009,1577.692,-0.068009,Eroded,6.019999,283.73001,0.237299,0.989,-0.001599,5.349999,8.159999,5.349999,8.159999,2,Wagonwheel loam 2 to 5 percent slope
179,East,2,Summit,270,9.12116,1.62,0.06,0.525022809,8.46032,1.04,0.03,0.024355342,8.79074,1.33,0.045,0.274689076,8.1131,7.8433,5.1081,7.0215,0.67764,0.096509293,512827.545,4495461.382,1580.489746,1580.408,-0.081746,Eroded,3.96,278.029998,0.139699,0.9958,-0.003599,2.289999,5.519999,2.289999,5.519999,2,Wagonwheel loam 2 to 5 percent slope
180,East,2,SideNorthface,271,9.12116,1.64,0.07,0.545022809,9.782,1.51,0.05,0.335690276,9.45158,1.575,0.06,0.440356543,7.6329,8.965748,10.6648,9.087816,1.81868,0.20012289,512786.358,4495497.288,1577.460693,1577.224,-0.236693,Eroded,6.28,302.140014,0.532,0.972,-0.003199,3.559999,6.329999,3.559999,6.329999,2,Wagonwheel loam 2 to 5 percent slope
181,East,2,SideSouthface,272,10.3327,1.63,0.05,0.389579832,9.56172,1.33,0.03,0.182134454,9.94721,1.48,0.04,0.285857143,8.3693,5.5312,6.3868,6.762433333,1.57791,0.233334648,512778.308,4495454.389,1577.884033,1577.774,-0.110033,Eroded,6.42,265,-0.0872,1.006299,-0.0048,2.73,5.469999,2.73,5.469999,2,Wagonwheel loam 2 to 5 percent slope
182,East,2,Toe,273,2.51276,0.88,0.07,0.578348139,3.83444,0.82,0.05,0.359683073,3.1736,0.85,0.06,0.469015606,0.4127,1.0393,2.7505,1.400833333,2.7609,1.970898275,512765.28,4495382.882,1575.697875,1575.493,-0.204875,Eroded,3.64,273.640014,0.0635,0.998499,0.003199,7.75,11.06,7.75,11.06,3,Colby loam 5 to 9 percent slope
183,East,2,SideSouthface,274,9.01102,1.68,0.07,0.598244898,13.19634,2.17,0.07,0.585805522,11.10368,1.925,0.07,0.59202521,11.508236,8.7397,6.86162,9.036518667,-0.404556,-0.044769011,512753.473,4495316.077,1577.95166,1577.904,-0.04766,Unchanged,2.109999,253.119995,-0.290399,1.005399,-0.001599,2.24,6.099999,2.24,6.099999,2,Wagonwheel loam 2 to 5 percent slope
184,East,2,Toe,275,1.19108,0.84,0.08,0.697013205,3.50402,0.95,0.07,0.52934934,2.34755,0.895,0.075,0.613181273,1.58915,10.6648,9.316436,7.190128667,0.7584,0.105477946,512731.003,4495199.923,1576.878051,1576.853,-0.025051,Unchanged,2.569999,281.380004,0.1973,0.995899,-0.002,6.11,9.77,6.11,9.77,1,Wagonwheel loam 0 to 2 percent slope
185,East,2,Toe,276,10.11242,1.65,0.05,0.43602401,9.45158,1.37,0.03,0.235356543,9.782,1.51,0.04,0.335690276,12.823316,11.8409,8.5258,11.06333867,-3.041316,-0.27490038,512721.284,4495152.292,1576.680541,1576.508,-0.172541,Eroded,4.01,297.040008,0.4546,0.9847,0.004,7.469999,10.68,7.469999,10.68,2,Wagonwheel loam 2 to 5 percent slope
186,East,2,SideNorthface,277,3.7243,1.07,0.07,0.622905162,12.64564,2.17,0.07,0.651915966,8.18497,1.62,0.07,0.637410564,11.21465,10.8787,9.9473,10.68021667,-3.02968,-0.283672148,512697.882,4495037.589,1578.15625,1578.108,-0.04825,Unchanged,2.16,312.329986,0.673399,0.9875,0.0024,4.699999,8.529999,4.699999,8.529999,1,Wagonwheel loam 0 to 2 percent slope
187,East,2,SideSouthface,278,3.39388,1.04,0.07,0.632571429,10.66312,1.87,0.06,0.589913565,7.0285,1.455,0.065,0.611242497,5.020508,10.719188,8.6849,8.141532,2.007992,0.246635645,512674.186,4494919.801,1579.058349,1579.039,-0.019349,Unchanged,0.72,248.279998,-0.370099,1.0023,0.000399,3.15,8.09,3.15,8.09,1,Wagonwheel loam 0 to 2 percent slope
189,East,2,SideSouthface,280,1.74178,0.8,0.07,0.590902761,0.75052,0.54,0.05,0.449901561,1.24615,0.67,0.06,0.520402161,0.4127,7.4563,8.5797,5.4829,0.83345,0.152008973,512642.196,4494766.376,1575.768066,1575.717,-0.051066,Eroded,3.349999,203.869995,-0.914499,1.025799,-0.003199,3.339999,6.739999,3.339999,6.739999,2,Wagonwheel loam 2 to 5 percent slope
190,West,1,SideSouthface,282,1.19108,0.65,0.06,0.507013205,0.30996,0.52,0.04,0.482789916,0.75052,0.585,0.05,0.494901561,0.744424,3.329888,7.756156,3.943489333,0.006096,0.001545839,512633.871,4494810.622,1577.208862,1577.085,-0.123862,Eroded,5.55,224,-0.719299,1.0339,-0.004,2.2,5.099999,2.2,5.099999,1,Wagonwheel loam 0 to 2 percent slope
191,West,1,SideSouthface,284,0.53024,0.73,0.07,0.666345738,1.08094,0.87,0.08,0.740235294,0.80559,0.8,0.075,0.703290516,0.15125,7.394828,10.337845,5.961307667,0.65434,0.109764507,512634.214,4494910.062,1578.703735,1578.643,-0.060735,Eroded,2.14,265.959991,-0.0705,1.0015,-0.003599,2.17,6.01,2.17,6.01,1,Wagonwheel loam 0 to 2 percent slope
192,West,1,SideNorthface,286,2.73304,0.98,0.08,0.651903962,11.10368,1.86,0.06,0.52702521,6.91836,1.42,0.07,0.589464586,6.401176,10.96327,7.48516,8.283202,0.517184,0.06243769,512634.643,4495008.162,1577.618408,1577.674,0.055592,Deposited,3.71,302.519989,0.537599,0.983099,-0.002799,3.89,7.179999,3.89,7.179999,1,Wagonwheel loam 0 to 2 percent slope
193,West,1,SideNorthface,288,2.40262,0.95,0.08,0.661570228,7.79948,1.44,0.06,0.503687875,5.10105,1.195,0.07,0.582629052,6.660598,11.9482,11.157548,9.922115333,-1.559548,-0.157178983,512637.475,4495098.286,1575.991088,1575.899,-0.092088,Eroded,4.09,336.850006,0.919499,0.967199,0,4.059999,7.26,4.059999,7.26,2,Wagonwheel loam 2 to 5 percent slope
194,West,1,Toe,290,7.35892,1.53,0.07,0.64657623,11.87466,1.69,0.03,0.264470588,9.61679,1.61,0.05,0.455523409,10.917776,10.335797,7.846488,9.700020333,-1.300986,-0.134121987,512636.848,4495165.792,1571.764648,1571.672,-0.092648,Eroded,5.4,324.709991,0.8162,0.9617,0.012799,7.969999,10.89,7.969999,10.89,3,Colby loam 5 to 9 percent slope
195,West,1,Toe,292,8.57046,1.74,0.08,0.711133253,11.32396,1.69,0.04,0.330581032,9.94721,1.715,0.06,0.520857143,6.660598,8.930472,7.304496,7.631855333,3.286612,0.430643907,512636.707,4495262.672,1572.648681,1572.485,-0.163681,Eroded,5.579999,292.510009,0.3828,0.9825,0.004,8.39,11.279999,8.39,11.279999,2,Wagonwheel loam 2 to 5 percent slope
196,West,1,SideNorthface,294,7.35892,1.48,0.06,0.59657623,10.11242,1.56,0.04,0.34602401,8.73567,1.52,0.05,0.47130012,8.930472,10.6837,6.943168,8.852446667,-0.194802,-0.022005442,512635.553,4495356.652,1572.838256,1572.54,-0.298256,Eroded,7.84,276.429992,0.112,0.9947,-0.003199,3.23,5.78,3.23,5.78,3,Colby loam 5 to 9 percent slope
197,West,1,Toe,296,4.16486,1.32,0.09,0.820016807,3.7243,1.02,0.06,0.572905162,3.94458,1.17,0.075,0.696460984,0.800592,11.5501,11.38552,7.912070667,3.143988,0.397366016,512635.838,4495446.019,1568.078002,1568.139,0.060998,Deposited,3.16,304.130004,0.5611,0.984899,0.005599,7.369999,10.819999,7.369999,10.819999,2,Wagonwheel loam 2 to 5 percent slope
198,West,1,SideSouthface,298,1.08094,0.63,0.06,0.500235294,5.3764,1.06,0.05,0.41457383,3.22867,0.845,0.055,0.457404562,0.7727,4.142876,3.87188,2.929152,2.45597,0.838457683,512635.884,4495505.7,1571.201293,1570.984,-0.217293,Eroded,11.029999,171.419998,-0.988799,1.0871,-0.0024,3.15,5.36,3.15,5.36,3,Colby loam 5 to 9 percent slope
199,West,1,SideNorthface,300,5.59668,1.23,0.06,0.558129652,5.9271,1.01,0.04,0.298463385,5.76189,1.12,0.05,0.428296519,5.3495,4.406804,27.862,12.53943467,0.41239,0.032887448,512684.888,4495463.254,1571.108154,1571.11,0.001846,Unchanged,9.949999,280.529998,0.182799,0.9879,-0.0052,3.66,5.969999,3.66,5.969999,3,Colby loam 5 to 9 percent slope
200,West,1,SideNorthface,302,9.2313,1.58,0.06,0.47180072,10.11242,1.45,0.03,0.23602401,9.67186,1.515,0.045,0.353912365,10.156519,10.92784,10.699,10.594453,-0.484659,-0.045746486,512685.313,4495383.468,1574.635742,1574.439,-0.196742,Eroded,6.98,336.98999,0.9204,0.9433,-0.001599,3.41,6.07,3.41,6.07,3,Colby loam 5 to 9 percent slope
201,West,1,SideSouthface,304,10.8834,1.94,0.073,0.633469388,11.54424,1.69,0.03,0.304136855,11.21382,1.815,0.0515,0.468803121,12.8929,11.332892,10.699,11.64159733,-1.67908,-0.144231067,512684.131,4495296.394,1575.242309,1575.238,-0.004309,Unchanged,4.929999,264.950012,-0.087999,1.0046,0.004399,4.46,7.469999,4.46,7.469999,2,Wagonwheel loam 2 to 5 percent slope
202,West,1,SideNorthface,306,8.46032,1.5,0.05,0.484355342,10.8834,1.45,0.02,0.143469388,9.67186,1.475,0.035,0.313912365,11.18492,10.01248,7.650668,9.616022667,-1.51306,-0.157347799,512685.193,4495240.45,1575.372802,1575.023,-0.349802,Eroded,4.23,281.369995,0.197099,0.993499,0.015599,8.02,11.189999,8.02,11.189999,2,Wagonwheel loam 2 to 5 percent slope
